id,owner,route,str_no,str_name,mp,county,municipality,latitude,longitude
3179,County,9006,0600039,"MAURICE RIVER PKWY/ BLACKWATER BRANCH",0,CUMBERLAND,"Vineland city",39.5056,75.0722
3180,County,9006,0600040,"IRON BRIDGE ROAD OVER CEDAR CREEK",1.72,CUMBERLAND,"Lawrence township",39.3314,75.2094
3181,County,9006,0600041,"BAY POINT ROAD OVER CEDAR DITCH",0,CUMBERLAND,"Lawrence township",39.3056,75.2574
3182,County,9006,0600042,"CR 607(BEEBE RUN ROAD)/ BEEBE RUN",9.2,CUMBERLAND,"Hopewell township",39.4721,75.2667
3183,County,9006,0600043,"CR616(GLADE RD)/RIGGIN_S DITCH",1.09,CUMBERLAND,"Maurice River township",39.2184,74.9787
3184,County,9006,0600044,"CR 626 (JERICHO RD) OVER STOW CREEK",0.15,CUMBERLAND,"Stow Creek township",39.4703,75.3514
3185,County,9006,0600045,"BUCKHORN ROAD OVER STOW CREEK",2.77,CUMBERLAND,"Stow Creek township",39.4633,75.3628
3186,County,9006,0600046,"CR639(COOKS CORNER RD)/RACCOON DITCH",2.46999,CUMBERLAND,"Stow Creek township",39.421,75.381
3187,County,9006,0600047,"CR540(W. DEERFIELD ROAD)/COHANSEY RV",20.4399,CUMBERLAND,"Upper Deefield township",39.5167,75.28
3188,County,9006,0600048,"CR 689 (HARMONY RD) / COHANSEY RIVER",1.96,CUMBERLAND,"Upper Deefield township",39.5046,75.2673
3189,County,9006,0600049,"SHERMAN AVE (CR 552)/LEBANON BRANCH",6.77998,CUMBERLAND,"Deerfield township",39.2425,74.9019
3190,County,9006,0600051,"CR 660 (STOW CREEK RD)/ DENNS BRANCH IN STOW CREEK",0.39,CUMBERLAND,"Stow Creek township",39.4472,75.3832
3191,County,9006,0600053,"WEST AVENUE OVER BLACKWATER BRANCH",0,CUMBERLAND,"Vineland city",39.5174,75.0441
3192,County,9006,0600054,"CR 667(SHARP ST)/MAURICE RIVER",0.249999,CUMBERLAND,"Millville city",39.4006,75.0533
3193,County,9006,0600055,"NJ 347(CR 550 SPUR)/W.CR & HANDS MILL POND",3.33999,CUMBERLAND,"Maurice River township",39.2486,74.9032
3194,County,9006,0600056,"NORTH MILL RD OVER BURNT MILL BRANCH",0,CUMBERLAND,"Vineland city",39.53,75.0581
3195,County,9006,0600057,"CR553(BRIDGETON-PORTNORRIS RD)/BEAVER DAM",6.94998,CUMBERLAND,"Downe township",39.2861,75.1458
3196,County,9006,0600058,"CR 550 (STATION RD) OVER WEST CREEK",3.22999,CUMBERLAND,,31.2662,74.9197
3197,County,9006,0600059,"CR 695 (RANDOLPH RD) OVER BARRETTS RUN",1.11,CUMBERLAND,"Hopewell township",39.4507,75.292
3198,County,9007,0700001,"RT 510 (S Orange Ave) over Slough Brook",19.77,ESSEX,"Livingston township",40.7657,74.338
3199,County,9007,0700002,"JFK PKWY CR 649 / CANOE BROOK",2.63,ESSEX,"Millburn township",40.7569,74.3305
3200,County,9007,0700003,"JFK PKWY CR649/ TAYLORS BROOK",2.47,ESSEX,"Millburn township",40.7546,74.3299
3201,County,9007,0700004,"BLOOMFIELD AVE(CR506 SPUR)/SECOND RIVER.",1.12,ESSEX,"Bloomfield town",40.7898,74.1956
3202,County,9007,0700005,"CR 613 (Passaic Ave) ovr Deepavaal Brook",5.52999,ESSEX,"Fairfield (CDP)",40.8866,74.2726
3203,County,9007,0700007,"RT 510 (S Orange Ave) over Canoe Brook",20.36,ESSEX,"Livingston township",40.762,74.3282
3204,County,9007,0700008,"RT 506 Spur (Bloomfield Ave) over Park Rd",3.06,ESSEX,"Newark city",40.7642,74.1793
3205,County,9007,0700009,"CR 671 (WASHINGTON STREET) over WIGWAM BROOK",0.23115,ESSEX,"West Orange town",40.786,74.2282
3206,County,9007,0700010,"CR617 (Little Falls Road) over Peckman River",0.52,ESSEX,"Cedar Grove township",40.8614,74.2265
3207,County,9007,0700011,"BAY AV/THIRD RIVER",0.0200001,ESSEX,"Bloomfield town",40.8124,74.1938
3208,County,9007,0700012,"RT 506 (Bloomfield Av) ovr Peckman River",4.4,ESSEX,"Verona borough",40.8311,74.2444
3209,County,9007,0700013,"CR 648 (Centre St) ov Third River",1.05,ESSEX,"Nutley town",40.8139,74.1599
3210,County,9007,0700014,"Dodd Street ov Second River (aka Wigwam Brook)",0.78,ESSEX,"East Orange city",40.7819,74.2102
3211,County,9007,0700015,"CR609 (Eisenhower Pkwy) / S. Br. Foulerton's Brook",3.83999,ESSEX,"Roseland borough",40.8224,74.3249
3212,County,9007,0700016,"CR 609 (Eisenhower Pkwy) ov Willow Brook",1.46,ESSEX,"Livingston township",40.7929,74.3435
3213,County,9007,0700017,"CR 645 (Franklin Av) ov Second River",0.769998,ESSEX,"Belleville town",40.7889,74.1726
3214,County,9007,0700018,"FRANKLIN AV (CR 645)/THIRD RIVER",2.45,ESSEX,"Nutley town",40.8117,74.1648
3215,County,9007,0700019,"RT 509 (Franklin St) ov Second River",15.45,ESSEX,"Bloomfield town",40.7898,74.1939
3216,County,9007,0700020,"GLWOOD AVE.&PRPECT ST/SECON RIVER",1.58,ESSEX,"Bloomfield town",40.7866,74.2039
3217,County,9007,0700021,"CR 638 (High Street) ov Second River",5.15999,ESSEX,"Orange city",40.7809,74.2277
3218,County,9007,0700022,"JEFFERSON AVE OVER E BR RAHWAY RIVER",0,ESSEX,"Maplewood township",40.7347,74.2704
3219,County,9007,0700023,"JFK DR (CR 652) /THIRD RIVER",0.37,ESSEX,"Bloomfield town",40.8057,74.1916
3220,County,9007,0700024,"JORALEMON ST/THIRD RIVER",1.48,ESSEX,"Belleville town",40.8044,74.1723
3221,County,9007,0700025,"LYONS AVE(CR602)/ELIZABETH RIVER",0.33,ESSEX,"Irvington town",40.7223,74.235
3222,County,9007,0700026,"MILLBURN AV (CR630)/E BR RAHWAY RIVER",0.7,ESSEX,"Millburn township",40.7227,74.2852
3223,County,9007,0700027,"MILLBURN AV CR 527 EB / W BR RAHWAY RIV.",71.2,ESSEX,"Millburn township",40.7238,74.3068
3224,County,9007,0700028,"NORHFIELD AV.CR508/W.BRANCH RAHWAY RV",4.05,ESSEX,"West Orange town",40.7695,74.2834
3225,County,9007,0700029,"WEST PARKER AVE / E BR RAHWAY RIVER",0.14,ESSEX,"Maplewood township",40.7361,74.2688
3226,County,9007,0700030,"RT 510 (S. Orange Av) ov E. Br. Rahway River",24.35,ESSEX,,40.7468,74.2616
3227,County,9007,0700031,"SPRINGDALE AV/SECOND RVR",0.0499999,ESSEX,"East Orange city",40.7801,74.2209
3228,County,9007,0700032,"THOMAS BLVD/SECOND RIVER",0.0499999,ESSEX,"Orange city",40.78,74.2223
3229,County,9007,0700033,"WATCHUNG AVE (CR 655)OVER THIRD RIVER",0.24,ESSEX,"Bloomfield town",40.8286,74.1788
3230,County,9007,0700034,"RT 508 (Northfield Rd) ov Canoe Brook",1.89,ESSEX,"Livingston township",40.7735,74.3217
3231,County,9007,0700035,"MOUNT PROSPECT AV/SECOND RIVER",2.10999,ESSEX,"Belleville town",40.7842,74.1615
3232,County,9007,0700036,"BROADWAY(CR667)OVER SECOND RIVER.",2.125,ESSEX,"Newark city",40.7811,74.1545
3233,County,9007,0700037,"WASHINGTON ST / SECOND RIVER",0,ESSEX,"Orange city",40.7799,74.2234
3234,County,9007,0700038,"BROOKSIDE AVE OVER CANOE BROOK",0,ESSEX,"Livingston township",40.7878,74.3126
3235,County,9007,0700039,"VALLEY STREET OVER ELIZABETH RIV.",0,ESSEX,"Newark city",40.7365,74.2284
3236,County,9007,0700040,"YALE AVENUE OVER ELIZABETH RIVER",0,ESSEX,"Irvington town",40.7193,74.2376
3237,County,9007,0700041,"DOUGAL PLACE OVER KANE BROOK",0,ESSEX,"West Caldwell borough",40.8605,74.2839
3238,County,9007,0700042,"OZONE AVENUE OVER PECKMAN RIVER",0,ESSEX,"Verona borough",40.845,74.2353
3239,County,9007,0700043,"COMMERCE ROAD OVER PECKMAN RIVER",0,ESSEX,"Cedar Grove township",40.8648,74.2247
3240,County,9007,0700044,"ORTON RD / PINE BRK",0,ESSEX,"West Caldwell borough",40.838,74.3004
3241,County,9007,0700045,"OAKVIEW AVE OVER E BR RAHWAY RIV.",0.899998,ESSEX,"Maplewood township",40.7306,74.274
3242,County,9007,0700046,"PIERSON ROAD OVER E.BR.RAHWAY RIVER",0,ESSEX,"Maplewood township",40.7241,74.2788
3243,County,9007,0700047,"OAKLAND ROAD OVER E.BR.RAHWAY RIV",0,ESSEX,"Maplewood township",40.7324,74.2721
3244,County,9007,0700048,"W.THIRD ST OV E BR RAHWAY RIVER",0,ESSEX,"South Orange Village township",40.746,74.2619
3245,County,9007,0700049,"MEAD ST OVER EAST BR RAHWAY RIVER",0,ESSEX,"South Orange Village township",40.7499,74.2595
3246,County,9007,0700050,"MEADOWBROOK PLACE / E BR RAHWAY RIVER",0,ESSEX,"South Orange Village township",40.7526,74.2581
3247,County,9007,0700051,"MONTROSE AVE OV E BR RAHWAY RIVER",0,ESSEX,"South Orange Village township",40.7576,74.2551
3248,County,9007,0700052,"MOUNTAIN HOUSE ROAD/E BR RAHWAY RIVER",0,ESSEX,"South Orange Village township",40.7554,74.2563
3249,County,9007,0700053,"GLEN AVE over WEST BR RAHWAY RIVER",0,ESSEX,"Millburn township",40.7287,74.3077
3250,County,9007,0700054,"RIDGEWOOD RD.OV.W.BRANCH RAHWAY R",0.45,ESSEX,"Millburn township",40.7206,74.3068
3251,County,9007,0700055,"WEST STREET OVER SECOND RIVER",0,ESSEX,"Bloomfield town",40.7895,74.1913
3252,County,9007,0700056,"NORTH PARK ST OVER SECOND RIVER",0.3,ESSEX,"East Orange city",40.7807,74.2158
3253,County,9007,0700057,"BRIGHTON AVENUE OVER SECOND RIVER",0,ESSEX,"East Orange city",40.7808,74.2159
3254,County,9007,0700058,"MIDLAND AVENUE OVER SECOND RIVER",0,ESSEX,"East Orange city",40.7795,74.2134
3255,County,9007,0700059,"BERKELEY AV / SECOND RVR",0,ESSEX,"Bloomfield town",40.7913,74.1855
3256,County,9007,0700060,"MILL STREET OVER SECOND RIVER",0,ESSEX,"Belleville town",40.793,74.1798
3257,County,9007,0700061,"BALDWIN STREET OVER THIRD RIVER",0,ESSEX,"Bloomfield town",40.8072,74.192
3258,County,9007,0700062,"JAMES STREET OVER THIRD RIVER",0,ESSEX,"Bloomfield town",40.8063,74.1921
3259,County,9007,0700063,"HARRISON STREET OVER THIRD RIVER",0,ESSEX,"Nutley town",40.8115,74.1641
3260,County,9007,0700064,"BROOKFIELD AVE OVER THIRD RIVER",0,ESSEX,"Nutley town",40.8231,74.1504
3261,County,9007,0700065,"GROVE ST (CR 623)/LACKAWANA STA SHOPPING PL.TUNNEL",0.369999,ESSEX,"Montclair town",40.8112,74.2122
3262,County,9007,0700066,"OAK PLACE&FOREST ST/TONEY_S BRK",0,ESSEX,"Montclair town",40.8192,74.2109
3263,County,9007,0700067,"FREEMAN PKWY/NJ TRANSIT & TONEYS BRK",0,ESSEX,"Glen Ridge borough",40.8023,74.2069
3264,County,9007,0700068,"BRIDGE STREET OVER SECOND RIVER",0,ESSEX,"Belleville town",40.783,74.1591
3265,County,9007,0700069,"JACKSON ST OVER RAYMOND BLVD",0.419999,ESSEX,"Newark city",40.7326,74.1552
3266,County,9007,0700070,"GLENWOOD AVE ov TONEY'S BROOK.",1.96,ESSEX,"Bloomfield town",40.7909,74.2003
3267,County,9007,0700072,"CR 603 (Springfield Av) ov Elizabeth River",0.844998,ESSEX,"Irvington town",40.7257,74.2333
3268,County,9007,0700073,"OLD MILL RD OVER GREEN BROOK",0,ESSEX,"North Caldwell borough",40.8708,74.2723
3269,County,9007,0700075,"NORTH DAY STREET OVER SECOND RIVER",0,ESSEX,"Orange city",40.7799,74.224
3270,County,9007,0700076,"MILL ST&BRCH BK PK RD/SECOND RIVER",0,ESSEX,"Newark city",40.786,74.165
3271,County,9007,0700077,"BRANCH BROOK PK RD OVER FOOTPATH",0,ESSEX,"Newark city",40.7535,74.1811
3272,County,9007,0700078,"BRANCH BROOK PK RD/ BRNCH BRK PARK LK",0,ESSEX,"Newark city",40.7524,74.1833
3273,County,9007,0700079,"WEEQUAHIC PARK RD/CONRAIL",0,ESSEX,"Newark city",40.7001,74.2115
3274,County,9007,0700080,"THOMAS BLVD. OVER NISHUANE BROOK",0.55,ESSEX,"Orange city",40.7864,74.2191
3275,County,9007,0700081,"JAMES STREET over JFK DRIVE(CR 652)",0,ESSEX,"Bloomfield town",40.8063,74.192
3276,County,9007,0700082,"BALDWIN STREET over JFK DRIVE(CR 652)",0,ESSEX,"Bloomfield town",40.8072,74.1918
3277,County,9007,0700083,"Cherry Lane over W. Br. Rahway River",0,ESSEX,"Millburn township",40.7567,74.2915
3278,County,9007,0700084,"MT.PLEASANT PLACE over W.BR.RAHWAY RIV.",0,ESSEX,"West Orange town",40.7936,74.2675
3279,County,9007,0700085,"CR 608 (W. Hobart Gap Rd) ov Slough Brook",4.34999,ESSEX,"Livingston township",40.7739,74.3332
3280,County,9007,0700086,"HOOVER AVENUE over THIRD RIVER",0,ESSEX,"Bloomfield town",40.8094,74.1923
3281,County,9007,0700087,"BROOKDALE AVE over VERONA BROOK",0,ESSEX,"Verona borough",40.8258,74.2372
3282,County,9007,0700088,"HILLSIDE Av over TONEY'S Brook",0,ESSEX,"Glen Ridge borough",40.7988,74.2022
3283,County,9007,0700089,"OLD ROAD over WILLOW BROOK",0,ESSEX,"Livingston township",40.7957,74.343
3284,County,9007,0700090,"RT 508 (East Northfield Rd) ov Bear Brook",2.24,ESSEX,"Livingston township",40.7723,74.3153
3285,County,9007,0700091,"CR 611 (Eagle Rock Av) ov Foulerton's Brook",4.87,ESSEX,"Roseland borough",40.8206,74.3063
3286,County,9007,0700092,"BECKER FARM RD OVER FOULERTON_S BROOK",0.17,ESSEX,"Roseland borough",40.8185,74.3057
3287,County,9007,0700093,"ADP BLVD OVER FOULERTON'S BROOK",0,ESSEX,"Roseland borough",40.8176,74.3029
3288,County,9007,0700094,"MADISON AVE OVER ELIZABETH RIVER",0.0999997,ESSEX,"Irvington town",40.7335,74.2326
3289,County,9007,0700095,"PASSAIC AVE CR 613 / GREEN BROOK",4.3,ESSEX,"Fairfield (CDP)",40.8707,74.2796
3290,County,9007,0700096,"PASSAIC AVENUE (CR 613) OVER DEEPAVAAL BROOK",3.76,ESSEX,"West Caldwell borough",40.8865,74.2726
3291,County,9007,0700097,"WOODLAND AVENUE OVER PECKMAN RIVER",0.17,ESSEX,"West Orange town",40.8145,74.2541
3292,County,9007,0700098,"CLARK STREET OVER TONEY'S BROOK",0,ESSEX,"Glen Ridge borough",40.7965,74.2014
3293,County,9007,0700101,"CR 658 (Park Av) ov Park Rd & Branch Brook",3.36,ESSEX,"Newark city",40.7579,74.1819
3294,County,9007,0700102,"W OAKWOOD AVENUE OV CANOE BROOK",0,ESSEX,"Livingston township",40.785,74.3121
3295,County,9007,0700103,"LINDEN AVE OVER PECKMAN RIVER",0.399999,ESSEX,"Verona borough",40.8359,74.2426
3296,County,9007,0700104,"RUNNYMEDE RD(CR 633) / PINE BRK",0.4,ESSEX,"Essex Fells borough",40.8333,74.2883
3297,County,9007,0700105,"BAKER ST OVER E BR RAHWAY RIVER",0,ESSEX,"Maplewood township",40.7286,74.2749
3298,County,9007,0700106,"CHESTNUT STREET OVER THIRD RIVER",0.12,ESSEX,"Nutley town",40.8184,74.1574
3299,County,9007,0700107,"RT 510 (S Orange Av) ov West Br. Rahway River",22.37,ESSEX,"Millburn (CDP)",40.7537,74.2928
3300,County,9007,070025A,"LIVINGSTON AV (CR527)/FOULERTON_S BRK",78.62,ESSEX,"Roseland borough",40.8158,74.3014
3301,County,9007,0700365,"CR 606 (Parsonage Hill Rd) over CR 649 (JFK Pkwy)",1.51,ESSEX,"Millburn township",40.7483,74.3364
3302,County,9007,0700665,"Rt 527 (E Cedar St) over N Br. Canoe Brook",76.4,ESSEX,"Livingston township",40.7898,74.3121
3303,County,9007,0700765,"RT 527 (E Cedar St) over S Br. Canoe Brook",76.3305,ESSEX,"Livingston township",40.7891,74.311
3304,County,9007,0700965,"McClellan Avenue over Canoe Brook",0,ESSEX,"Livingston township",40.8017,74.2983
3305,County,9007,0700H01,"CLAY STREET OVER PASSAIC RIVER",0,ESSEX,"Newark city",40.7511,74.1658
3306,County,9007,0700H02,"JACKSON ST. OVER PASSAIC RIVER",0.47,ESSEX,"Newark city",40.7344,74.1552
3307,County,9007,0700H03,"BRIDGE STREET OVER PASSAIC RIVER",12.27,ESSEX,"Newark city",40.7451,74.1664
3308,County,9007,0700N01,"HELLER PARKWAY OVER CITY SUBWAY",0.0600002,ESSEX,"Newark city",40.7785,74.1752
3309,County,9007,0700N02,"BLOOMFIELD AVENUE OVER CITY SUBWAY",2.97,ESSEX,"Newark city",40.7657,74.1799
3310,County,9007,0700N03,"PARK AVENUE OVER CITY SUBWAY",3.17,ESSEX,"Newark city",40.7585,74.185
3311,County,9007,0700N04,"SUSSEX AVENUE OVER CITY SUBWAY",0.46,ESSEX,"Newark city",40.7491,74.1863
3312,County,9007,0700N05,"DICKERSON & DURYEA STREETS OVER CITY SUBWAY",0,ESSEX,"Newark city",40.7475,74.1861
3313,County,9007,0700N07,"NORFOLK STREET OVER CITY SUBWAY",2.32,ESSEX,"Newark city",40.7454,74.1833
3314,County,9007,0700N08,"NEWARK STREET OVER CITY SUBWAY",0,ESSEX,"Newark city",40.7452,74.1825
3315,County,9007,0700N09,"Summit St ov Raymond Blvd (Lock St)",0,ESSEX,"Newark city",40.7398,74.1792
3316,County,9007,0700N10,"Dr MLK Blvd over Raymond Bvd (aka Lock St)",1.09,ESSEX,"Newark city",40.7396,74.1781
3317,County,9007,0700N11,"COLDEN STREET OVER RAYMOND BLVD",0,ESSEX,"Newark city",40.7401,74.1802
3318,County,9007,0701065,"CR 608 (E. Hobart Gap Rd) ov Canoe Brook",3.56999,ESSEX,"Livingston township",40.7669,74.3231
3319,County,9007,0701165,"Route CR 606 (Parsonage Hill Rd) ov Canoe Brook",1.54,ESSEX,"Millburn township",40.7487,74.3369
3320,County,9007,0701465," CR 662 (New Dutch Lane) ov Deepavaal Brook",0.229999,ESSEX,"Fairfield township",40.8815,74.2803
3321,County,9007,0701565,"LITTLE FALLS RD CR 615/ DEEPAVAAL BRK",2.66,ESSEX,"Fairfield township",40.8872,74.283
3322,County,9007,0701665,"NYE AV/ELIZABETH RIVER",0.2,ESSEX,,40.7251,74.2331
3323,County,9007,0702265,"Route CR 640 (Bradford Ave) ov Peckman River",0.0599996,ESSEX,"Cedar Grove township",40.8648,74.2345
3324,County,9007,0702465,"PASSAIC AVE (CR 613)/ PINE BROOK",1.78,ESSEX,"West Caldwell borough",40.8396,74.3034
3325,County,9007,0703065,"ESSEX ST (CR577SB)/W BR RAHWAY RIVER",0.299999,ESSEX,"Millburn township",40.7252,74.3065
3326,County,9007,0703265,"OLD INDIAN RD/W BR RAHWAY RIVER",0.0800003,ESSEX,"West Orange town",40.7839,74.2738
3327,County,9007,0705165,"BROUGHTON AVE OVER THIRD RIVER",1.37,ESSEX,"Bloomfield town",40.8281,74.1791
3328,County,9007,0705465,"PASSAIC AVE/THIRD RIVER",1.9,ESSEX,"Nutley town",40.8245,74.1489
3329,County,9007,0705865,"WASHINGTON ST/TONEYS BROOK",1,ESSEX,"Bloomfield town",40.7935,74.2008
3330,County,9007,070M060,"TWO BRIDGES RD(CR613)OVER PASSAIC RVR",6.29,ESSEX,"Fairfield township",40.8969,74.2727
3331,County,9007,070M063,"Route CR 610 (Old Mt.Pleasant Av) ov Passaic River",0.25,ESSEX,"Livingston township",40.7998,74.3594
3332,County,9007,070M065,"Route CR 607 (Passaic Avenue) ov Passaic River",0,ESSEX,"Millburn township",40.7556,74.3614
3333,County,9008,0802H01,"CR 643 (GROVE RD)/WOODBURY CREEK",3.13,GLOUCESTER,"National Park borough",39.8576,75.1842
3334,County,9008,0802H03,"CR 640(DELAWARE ST)/MATTHEWS BROOK",0.87,GLOUCESTER,"West Deptford township",39.8433,75.175
3335,County,9008,0802I09,"HUNTER STR. OVER HESTERS BR. WDBR. CK",0,GLOUCESTER,"Woodbury city",39.8376,75.1458
3336,County,9008,0802I11,"EVERGREEN AVENUE (CR 553) OVER WOODBURY CREEK",50.38,GLOUCESTER,"Woodbury city",39.8411,75.1442
3337,County,9008,0802I14,"HUNTER STREET OVER CONRAIL",0,GLOUCESTER,"Woodbury city",39.8388,75.1488
3338,County,9008,0802K02,"CR 544 (CLEMENTS BRIDGE RD) / ALMONESSON CRK",1.45,GLOUCESTER,"Deptford township",39.8354,75.0948
3339,County,9008,0803D01,"FLOOD GATE RD OVER REPAUPO CREEK",0,GLOUCESTER,"Greenwick township",39.8251,75.3279
3340,County,9008,0803E01,"TOMLIN STATION ROAD (CR 607) / NEHONSEY BROOK",8.98,GLOUCESTER,"Greenwick township",39.8184,75.2951
3341,County,9008,0803E05,"SWEDSBORO-PAULSBORO RD/STILL RUN",0,GLOUCESTER,"Greenwick township",39.8052,75.2712
3342,County,9008,0803E08,"CR 673 (DEMOCRAT ROAD)/ NEHONESY BROOK",5.21999,GLOUCESTER,"Greenwick township",39.8189,75.2849
3343,County,9008,0803E09,"TOMLIN STATION ROAD (CR 607) / WHITE SLUICE RACE",8.75,GLOUCESTER,"Greenwick township",39.815,75.295
3344,County,9008,0803E15,"GRNWICH PARK ACCESS RD/WHTE SLUICE RACE CRK",0,GLOUCESTER,"Greenwick township",39.8126,75.2909
3345,County,9008,0803F18,"CR 653 (BILLINGSPORT RD.) OVER CONRAIL",6.93998,GLOUCESTER,"Paulsboro borough",39.8323,75.2533
3346,County,9008,0803G01,"KINGS HIGHWAY (CR 551) OVER MANTUA CREEK",23.05,GLOUCESTER,"West Deptford township",39.8118,75.2034
3347,County,9008,0803G02,"MANTUA-PAULSBORO RD (CR678) OV EDWARDS RUN-LOCK #9",2.95,GLOUCESTER,"East Greenwich township",39.8053,75.2074
3348,County,9008,0803K03,"CR 706 (COOPER ST) / ALMONESSON CREEK AT ALMSN LK",1.1,GLOUCESTER,"Deptford township",39.818,75.0964
3349,County,9008,0803K04,"CR 706 (COOPER ST)/BIG TIMBER CREEK",1.59,GLOUCESTER,"Deptford township",39.8149,75.0889
3350,County,9008,0803K12,"DEPTFORD CTR RD/ALMONESSON CK",0.489999,GLOUCESTER,"Deptford township",39.8282,75.095
3351,County,9008,0804E05,"WARRINGTON MILL RD / PURGEY CREEK",0,GLOUCESTER,"East Greenwich township",39.7824,75.2822
3352,County,9008,0804F03,"RATTLING RUN RD / RATTLING RUN",0,GLOUCESTER,"East Greenwich township",39.7726,75.261
3353,County,9008,0804F04,"UNION ROAD OVER STILL RUN",0,GLOUCESTER,"East Greenwich township",39.7726,75.2342
3354,County,9008,0804F05,"CR 607 (TOMLIN STA RD)/RATTLING RUN",5.14999,GLOUCESTER,"East Greenwich township",39.7712,75.2639
3355,County,9008,0804H09,"CR 626 (HERITAGE RD)/EDWARDS RUN",0.779998,GLOUCESTER,"Mantua township",39.766,75.1896
3356,County,9008,0804I02,"CR 632 (MANTUA-WENONAH RD) / MANTUA CREEK",1.68,GLOUCESTER,"Wenonah borough",39.7908,75.1602
3357,County,9008,0804I03,"WOODBURY-GLASSBORO RD (CR553) OV MONONGAHELA BROOK",46.3899,GLOUCESTER,"Wenonah borough",39.7866,75.1399
3358,County,9008,0804I04,"MANTUA BLVD (CR 676) OVER CHESTNUT BRANCH",2.32,GLOUCESTER,"Mantua township",39.7857,75.1631
3359,County,9008,0804I06,"CR 553 (WOODBURY-GLASSBORO RD)/MANTUA CK",45.4799,GLOUCESTER,"Deptford township",39.7732,75.1361
3360,County,9008,0804J08,"CR 603 (BARNSBORO-BLKWD RD)/MANTUA CREEK",4.64999,GLOUCESTER,"Deptford township",39.7704,75.1332
3361,County,9008,0804L04,"WILSON ROAD OVER BELLS LAKE BRANCH",0,GLOUCESTER,"Washington township",39.7766,75.0545
3362,County,9008,0804L05,"COUNTY HOUSE RD (CR 705) OV BELLS LAKE BRANCH",0.319999,GLOUCESTER,"Washington township",39.7748,75.0538
3363,County,9008,0805B02,"CR 602 (HARRISONVILLE RD.)/TIDE BRANCH",0.499999,GLOUCESTER,"Logan township",39.7604,75.3838
3364,County,9008,0805D03,"CR 551(KINGS HWY)/RACCOON CREEK",16.11,GLOUCESTER,"Swedesboro borough",39.7509,75.3057
3365,County,9008,0805D04,"CR 671 (LOCKE AVE)/RACCOON CREEK",0.739998,GLOUCESTER,"Swedesboro borough",39.755,75.3168
3366,County,9008,0805D05,"CR 538 (GLEN ECHO AVE.)/NARRATICON RUN",0.0699999,GLOUCESTER,"Swedesboro borough",39.75,75.3053
3367,County,9008,0805D06,"CR 694 (LAKE AVE) / NARRATICON RUN",0.17,GLOUCESTER,"Swedesboro borough",39.7475,75.3081
3368,County,9008,0805E06,"RUSSELL MILL RD / BASGALORE CREEK",0,GLOUCESTER,"Woolwich township",39.7375,75.2829
3369,County,9008,0805E10,"RUSSELL MILL ROAD OVER RACCOON CREEK",0,GLOUCESTER,"Woolwich township",39.7441,75.2803
3370,County,9008,0805F03,"CR 607 (TOMLIN STATION RD) / RACCOON CREEK",2.93999,GLOUCESTER,"Harrison township",39.7402,75.259
3371,County,9008,0805F04,"HIGH ST. OVER S. BR. OF RACCOON CREEK",0,GLOUCESTER,"Harrison township",39.7359,75.2558
3372,County,9008,0805H03,"CR 603 (BREAKNECK RD) OVER EDWARDS RN",1.27,GLOUCESTER,"Mantua township",39.7553,75.1909
3373,County,9008,0805I01,"CR 603 (CENTER ST.) / CHESTNUT BRANCH",3.78,GLOUCESTER,"Mantua township",39.764,75.1467
3374,County,9008,0805I02,"TYLERS MILL RD / CHESTNUT BRANCH",1.42,GLOUCESTER,"Mantua township",39.7544,75.1483
3375,County,9008,0805I03,"CR 553 ALT. (MAIN STREET)) / CHESTNUT BRANCH",3.01,GLOUCESTER,"Mantua township",39.7541,75.1488
3376,County,9008,0805J06,"CR 635 (LAMBS RD) / MANTUA CK AT BETHEL LAKE",3.32,GLOUCESTER,"Washington township",39.7547,75.1174
3377,County,9008,0805J12,"EAST HOLLY AVE. (CR 624) / MANTUA CREEK",5.9,GLOUCESTER,"Pitman borough",39.7389,75.1145
3378,County,9008,0805L15,"SHOPPERS LANE OVER BELLS LAKE BRANCH",0,GLOUCESTER,"Washington township",39.7603,75.0551
3379,County,9008,0806G05,"CR 581(COMMISSIONERS PIKE) / S.BR.RACCOON CRK",16.28,GLOUCESTER,"Harrison township",39.7103,75.2291
3380,County,9008,0806G06,"RICHWD- HARRISVL RD. (CR 618) OVER RACCOON CREEK",1.63,GLOUCESTER,"Harrison township",39.7086,75.201
3381,County,9008,0806G08,"CR 618 (RICHWOOD RD.) OVER SO.  BR RACCOON CK",0.0999997,GLOUCESTER,"South Harrison township",39.7038,75.2289
3382,County,9008,0806H05,"CR 623 (CLEMS RUN RD.) / CLEMS RUN AT KINCAID LK",1.98,GLOUCESTER,"Harrison township",39.7073,75.1906
3383,County,9008,0806J01,"CR 651(GREENTREE ROAD)/ MANTUA CREEK",1.05,GLOUCESTER,"Glassboro borough",39.7254,75.1008
3384,County,9008,0806N02,"ANDREWS ROAD OVER FOUR MILE BRANCH",0,GLOUCESTER,"Monroe township",39.7022,74.9694
3385,County,9008,0806N03,"HOLIDAY CITY BLVD/LOGGERHEAD BR.",0,GLOUCESTER,"Monroe township",39.7043,74.9841
3386,County,9008,0807D03,"PORCHES MILL RD / OLDMANS CREEK",0,GLOUCESTER,"South Harrison township",39.6889,75.3105
3387,County,9008,0807E07,"LAKE STREET / OLDMANS CREEK",0,GLOUCESTER,"South Harrison township",39.6823,75.2667
